address,country,hs_object_id,industry,phone,raw_email,technical_test___create_date,city,countryTuple
"Charnwood   Pass, 6532",Ireland,444071,Fruit and vegetables,(+44) 3740 077737,javier_hall1220552734@infotech44.tech,2021-11-14,Waterford,"('Ireland', 'Waterford')"
"Vine  Alley, 7763",England,446351,Dairy products,(+44) 7087 56356,javier_hall1325105399@bauros.biz,2021-11-19,Plymouth,"('England', 'Plymouth')"
"Cavendish Boulevard, 1965",Ireland,441147,Animal feeds,(+44) 6482 10882,javier_hepburn1497868319@zorer.org,2021-05-07,Limerick,"('Ireland', 'Limerick')"
"Chelsea Manor  Lane, 4772",England,443940,Meat,(+44) 7071 21406,javier_hepburn2117116124@dionrab.com,2021-12-07,,"('England', nan)"
"Bury  Street, 8282",Ireland,444428,Dairy products,(+44) 1412 506666,javier_hepburn431898899@bauros.biz,2021-12-08,Dublin,"('Ireland', 'Dublin')"
"Kingly  Avenue, 3543",Ireland,444224,Dairy products,(+44) 2166 327554,javier_hepburn820970990@infotech44.tech,2021-01-20,,"('Ireland', nan)"
"Buttonwood Drive, 7814",England,419737,Dairy products,(+44) 3310 570342,javier_hepburn863367323@irrepsy.com,2021-10-03,Oxford,"('England', 'Oxford')"
"Cam  Walk, 8640",Ireland,425847,Animal feeds,(+44) 7500 427850,javier_khan140611864@nimogy.biz,2021-05-13,Limerick,"('Ireland', 'Limerick')"
"Tiptree   Street, 3037",England,446405,Dairy products,(+44) 4461 651600,javier_khan35644050@deons.tech,2021-12-22,Milton Keynes,"('England', 'Milton Keynes')"
"Enderby   Avenue, 5112",Ireland,425845,Meat,(+44) 5135 806106,javier_morgan323242221@irrepsy.com,2021-08-23,Dublin,"('Ireland', 'Dublin')"
"Howard Way, 6971",England,445506,Meat,(+44) 3003 722558,javier_morgan649662630@mafthy.com,2021-12-20,Winchester,"('England', 'Winchester')"
"Black Swan  Road, 7363",England,443187,Milling,(+44) 4253 386281,javier_newman1268372383@ubusive.com,2021-10-18,Milton Keynes,"('England', 'Milton Keynes')"
"Blake  Tunnel, 2346",England,444229,Animal feeds,(+44) 1780 21016,javier_newman1420067301@typill.biz,2021-03-12,London,"('England', 'London')"
"Bacton   Pass, 2523",Ireland,443826,Fruit and vegetables,(+44) 2448 107025,javier_newman1576716382@extex.org,2021-03-03,Limerick,"('Ireland', 'Limerick')"
"Vine  Boulevard, 4707",England,443189,Meat,(+44) 5002 382714,javier_newman1679520828@typill.biz,2021-01-17,Milton Keynes,"('England', 'Milton Keynes')"
"Walnut Route, 8868",Ireland,461376,Animal feeds,(+44) 4330 564786,javier_ogilvy1286833203@sveldo.biz,2021-05-10,Limerick,"('Ireland', 'Limerick')"
"Coborn  Tunnel, 1263",Ireland,444069,Milling,(+44) 3251 410512,javier_parker670702864@deavo.com,2021-07-31,,"('Ireland', nan)"
"Anns  Avenue, 9810",Ireland,439137,Milling,(+44) 3713 666234,javier_parker689869818@mafthy.com,2021-01-10,,"('Ireland', nan)"
"Berry  Road, 4718",Ireland,446751,Bakery products,(+44) 5812 647182,javier_pickard1273957161@sveldo.biz,2021-12-10,Limerick,"('Ireland', 'Limerick')"
"Vine  Lane, 3842",Ireland,439148,Meat,(+44) 7183 854522,javier_pickard1719925156@tonsy.org,2021-01-11,Limerick,"('Ireland', 'Limerick')"
"Camera  Hill, 6261",England,443929,Dairy products,(+44) 1456 725148,javier_reid1595961258@bulaffy.com,2021-09-26,Oxford,"('England', 'Oxford')"
"Bishop   Lane, 7143",Ireland,443689,Dairy products,(+44) 3301 623521,javier_reid1932369182@guentu.biz,2021-11-28,,"('Ireland', nan)"
"Blackheath   Vale, 56",England,460925,Animal feeds,(+44) 2180 766283,javier_robertson485643672@gompie.com,2021-01-09,,"('England', nan)"
"Black Friars   Walk, 6139",England,441271,Bakery products,(+44) 8805 284652,javier_rose1509685191@sveldo.biz,2021-08-01,Plymouth,"('England', 'Plymouth')"
"Clyde Drive, 7540",Ireland,444344,Fruit and vegetables,(+44) 8744 585811,javier_rose220566921@nimogy.biz,2021-02-11,Waterford,"('Ireland', 'Waterford')"
"Belmont Park Alley, 6099",England,444633,Dairy products,(+44) 2872 567024,javier_savage1659962081@fuliss.net,2021-06-17,Oxford,"('England', 'Oxford')"
"Blandford  Tunnel, 7679",Ireland,438386,Poultry and fish,(+44) 1215 824087,javier_savage279401993@liret.org,2021-11-19,Dublin,"('Ireland', 'Dublin')"
"Durnford  Way, 8948",England,441795,Milling,(+44) 8227 046446,javier_savage653861084@nimogy.biz,2021-01-30,Plymouth,"('England', 'Plymouth')"
"Parkfields Drive, 7340",England,441281,Meat,(+44) 6184 272524,javier_stanley1389349795@typill.biz,2021-02-04,,"('England', nan)"
"Endsleigh  Drive, 1148",England,419191,Bakery products,(+44) 5628 60782,javier_stanley2089606530@famism.biz,2021-01-17,London,"('England', 'London')"
"Archery  Avenue, 8144",England,445255,Fruit and vegetables,(+44) 8054 542305,javier_stanley980591721@guentu.biz,2021-06-18,Plymouth,"('England', 'Plymouth')"
"Lonsdale  Way, 4384",England,442332,Fruit and vegetables,(+44) 7815 835880,javier_thomson158791639@atink.com,2021-08-22,,"('England', nan)"
"Jackson Vale, 3539",Ireland,445505,Milling,(+44) 3833 700836,javier_thomson1642417351@gompie.com,2021-10-24,Cork,"('Ireland', 'Cork')"
"Arundel   Hill, 4093",England,429489,Animal feeds,(+44) 4248 210403,javier_whittle1198942479@atink.com,2021-09-22,London,"('England', 'London')"
"Sherlock   Vale, 8432",England,442833,Bakery products,(+44) 7730 188288,javier_whittle774110533@twace.org,2021-08-25,Plymouth,"('England', 'Plymouth')"
"Norland  Road, 1660",England,447303,Poultry and fish,(+44) 1562 018444,javier_wright124707890@atink.com,2021-12-23,London,"('England', 'London')"
"Baylis  Street, 2410",Ireland,444551,Fruit and vegetables,(+44) 3638 080272,javier_wright2066768646@corti.com,2021-08-06,Dublin,"('Ireland', 'Dublin')"
"Cable    Road, 7421",Ireland,444603,Bakery products,(+44) 1435 671574,javier_wright815508695@qater.org,2021-02-21,Dublin,"('Ireland', 'Dublin')"
"Egerton  Tunnel, 4616",England,444634,Meat,(+44) 3852 801053,jayden_davies1956819904@bulaffy.com,2021-08-26,Winchester,"('England', 'Winchester')"
"Chestnut Rise Rue, 4945",England,443847,Animal feeds,(+44) 8764 281860,jayden_davies2079549971@mafthy.com,2021-01-24,,"('England', nan)"
"Buttonwood Road, 9351",England,454594,Meat,(+44) 1655 138821,jayden_edley446980134@muall.tech,2021-01-20,Oxford,"('England', 'Oxford')"
"Berry  Walk, 2006",Ireland,446906,Poultry and fish,(+44) 5481 417242,jayden_eyres351705306@guentu.biz,2021-04-22,,"('Ireland', nan)"
"Cloth  Pass, 7572",England,445153,Milling,(+44) 4470 417083,jayden_eyres789546005@fuliss.net,2021-01-02,Milton Keynes,"('England', 'Milton Keynes')"
"Gate   Avenue, 3416",England,460691,Fruit and vegetables,(+44) 1078 162531,jayden_garcia308233852@fuliss.net,2021-01-02,Plymouth,"('England', 'Plymouth')"
"Thoresby   Hill, 9455",England,442325,Poultry and fish,(+44) 1011 37283,jayden_gunn1734737094@mafthy.com,2021-04-29,Oxford,"('England', 'Oxford')"
"Camelot   Crossroad, 8359",England,444230,Poultry and fish,(+44) 8800 306328,jayden_gunn495902278@bungar.biz,2021-12-26,Oxford,"('England', 'Oxford')"
"Camden  Vale, 8360",Ireland,444649,Bakery products,(+44) 6841 316422,jayden_larsen1417914295@corti.com,2021-10-23,Dublin,"('Ireland', 'Dublin')"
"Chatfield  Alley, 3060",England,443676,Poultry and fish,(+44) 1785 640032,jayden_larsen1958027748@corti.com,2021-11-05,Milton Keynes,"('England', 'Milton Keynes')"
"Caslon   Tunnel, 9241",Ireland,444811,Milling,(+44) 6510 038704,jayden_leigh483759070@bungar.biz,2021-05-17,Dublin,"('Ireland', 'Dublin')"
"Tisbury  Vale, 8498",Ireland,429147,Bakery products,(+44) 2407 673345,jayden_leigh566211985@bauros.biz,2021-01-06,Dublin,"('Ireland', 'Dublin')"
"Fawn Hill, 5458",England,445259,Milling,(+44) 1171 244006,jayden_martin133648194@deons.tech,2021-07-31,Milton Keynes,"('England', 'Milton Keynes')"
"Comet House  Alley, 3477",Ireland,444460,Poultry and fish,(+44) 7706 658736,jayden_martin671227372@liret.org,2021-07-26,Limerick,"('Ireland', 'Limerick')"
"Hammersmith  Boulevard, 7501",England,445502,Fruit and vegetables,(+44) 5365 281414,jayden_mason1254399492@ovock.tech,2021-05-20,Winchester,"('England', 'Winchester')"
"Sheffield Avenue, 9703",Ireland,445601,Poultry and fish,(+44) 6013 036088,jayden_mason322352284@atink.com,2021-10-18,Waterford,"('Ireland', 'Waterford')"
"Ellerman   Street, 7159",Ireland,429484,Fruit and vegetables,(+44) 8076 133770,jayden_morris1576452608@irrepsy.com,2021-02-16,Waterford,"('Ireland', 'Waterford')"
"Gatonby   Walk, 8968",Ireland,444042,Poultry and fish,(+44) 4616 534163,jayden_morris944168090@cispeto.com,2021-10-23,Waterford,"('Ireland', 'Waterford')"
"Cavendish Street, 5561",England,442837,Milling,(+44) 3356 878707,jayden_oldfield1710122543@gmail.com,2021-10-17,Winchester,"('England', 'Winchester')"
"Wakley   Lane, 1889",England,419750,Milling,(+44) 4716 507558,jayden_oldfield2076818656@zorer.org,2021-08-21,Plymouth,"('England', 'Plymouth')"
"Duthie   Grove, 9713",Ireland,446001,Milling,(+44) 3485 558886,jayden_quinton140621524@kideod.biz,2021-02-03,Limerick,"('Ireland', 'Limerick')"
"Ensign   Boulevard, 6650",England,445165,Meat,(+44) 5374 885844,jayden_quinton2008714327@naiker.biz,2021-01-30,Winchester,"('England', 'Winchester')"
"Angel  Street, 6131",England,448229,Dairy products,(+44) 8281 740713,jayden_rowan1172643646@gembat.biz,2021-01-10,Plymouth,"('England', 'Plymouth')"
"Camdale  Lane, 1142",Ireland,442347,Meat,(+44) 7270 201336,jayden_saunders1288074156@infotech44.tech,2021-07-15,Cork,"('Ireland', 'Cork')"
"Queensberry  Avenue, 1390",England,443937,Meat,(+44) 4363 315442,jayden_saunders1407801017@extex.org,2021-11-28,Plymouth,"('England', 'Plymouth')"
"Elba  Grove, 2507",England,421333,Dairy products,(+44) 7203 372182,jayden_saunders60435013@muall.tech,2021-07-01,Winchester,"('England', 'Winchester')"
"Tiptree   Pass, 1566",Ireland,444207,Milling,(+44) 2528 0732,jayden_smith1970685266@nickia.com,2021-06-23,Waterford,"('Ireland', 'Waterford')"
"Sundown Road, 6111",Ireland,441792,Meat,(+44) 3373 54540,jayden_smith836472573@ubusive.com,2021-11-14,Dublin,"('Ireland', 'Dublin')"
"Bigland  Lane, 6471",England,444083,Dairy products,(+44) 8076 215812,jayden_stanley125346109@hourpy.biz,2021-11-22,London,"('England', 'London')"
"Bolingbroke  Crossroad, 1614",England,444642,Animal feeds,(+44) 4424 414201,jayden_stanley674978165@ubusive.com,2021-01-27,London,"('England', 'London')"
"York Hill, 1332",England,444468,Animal feeds,(+44) 6048 056351,jayden_stewart635757549@corti.com,2021-04-06,,"('England', nan)"
"Antrobus   Crossroad, 5036",Ireland,444017,Fruit and vegetables,(+44) 8363 424155,jayden_stewart935888550@deavo.com,2021-06-01,Waterford,"('Ireland', 'Waterford')"
"Maple Avenue, 8680",England,446703,Bakery products,(+44) 3188 060518,jayden_umney1707306534@supunk.biz,2021-10-12,Winchester,"('England', 'Winchester')"
"Cavaye  Crossroad, 5274",England,419749,Poultry and fish,(+44) 6842 322300,jayden_umney400364160@supunk.biz,2021-10-26,,"('England', nan)"
"Enford   Tunnel, 1573",Ireland,446008,Meat,(+44) 3287 606441,jayden_willis358099737@fuliss.net,2021-03-07,Dublin,"('Ireland', 'Dublin')"
"Catherine  Avenue, 9388",Ireland,444332,Poultry and fish,(+44) 1341 265578,jayden_willis908522500@kideod.biz,2021-05-15,,"('Ireland', nan)"
"Garfield Tunnel, 3063",England,443698,Bakery products,(+44) 5868 714381,jayden_wood1124679104@womeona.net,2021-04-06,Winchester,"('England', 'Winchester')"
"Udall   Avenue, 667",Ireland,444472,Fruit and vegetables,(+44) 7824 26305,jayden_wood765306841@elnee.tech,2021-09-13,Limerick,"('Ireland', 'Limerick')"
"Rivervalley Hill, 1888",England,460834,Animal feeds,(+44) 1153 355132,jaylene_douglas1917358041@gompie.com,2021-11-05,Winchester,"('England', 'Winchester')"
"Virgil   Alley, 9324",England,443172,Milling,(+44) 4136 607462,jaylene_evans347754633@brety.org,2021-10-21,Milton Keynes,"('England', 'Milton Keynes')"
"Camden  Vale, 5947",Ireland,444645,Animal feeds,(+44) 5466 720282,jaylene_evans512441558@infotech44.tech,2021-12-10,Cork,"('Ireland', 'Cork')"
"Longman   Road, 503",Ireland,459037,Dairy products,(+44) 8882 32311,jaylene_heaton769705377@nimogy.biz,2021-10-09,Limerick,"('Ireland', 'Limerick')"
"Rail Drive, 5529",England,429133,Dairy products,(+44) 3222 322088,jaylene_parker1648500535@atink.com,2021-07-21,London,"('England', 'London')"
"Abbots   Route, 2051",England,446518,Meat,(+44) 2377 754802,jaylene_parker343036086@bretoux.com,2021-01-12,Milton Keynes,"('England', 'Milton Keynes')"
"Becher  Walk, 4877",England,421340,Meat,(+44) 5827 524752,jaylene_price1902338996@elnee.tech,2021-09-23,Winchester,"('England', 'Winchester')"
"Walnut Drive, 5097",England,444455,Dairy products,(+44) 7658 686320,jaylene_price521119842@deons.tech,2021-03-01,London,"('England', 'London')"
"Cheltenham  Route, 2446",England,460907,Meat,(+44) 1804 013807,jazmin_burnley1581452427@twipet.com,2021-10-29,Winchester,"('England', 'Winchester')"
"Carlisle  Avenue, 6701",Ireland,445164,Meat,(+44) 8481 148607,jazmin_holmes1535801342@hourpy.biz,2021-09-15,Dublin,"('Ireland', 'Dublin')"
"Magnolia Pass, 2820",England,429144,Meat,(+44) 4258 720500,jazmin_holmes1574665533@typill.biz,2021-09-28,Plymouth,"('England', 'Plymouth')"
"King William  Boulevard, 2890",Ireland,445301,Dairy products,(+44) 5861 055855,jazmin_mould1620640262@mafthy.com,2021-06-13,Dublin,"('Ireland', 'Dublin')"
"Linden Street, 6137",Ireland,429394,Poultry and fish,(+44) 3462 857523,jazmin_mould2056802919@supunk.biz,2021-03-19,,"('Ireland', nan)"
"Cecilia  Drive, 8784",England,444349,Milling,(+44) 8107 361283,jazmin_spencer1213778371@eirey.tech,2021-06-19,Oxford,"('England', 'Oxford')"
"Blenkarne  Grove, 9389",England,444047,Dairy products,(+44) 2702 202058,jazmin_spencer1923372322@dionrab.com,2021-08-03,Winchester,"('England', 'Winchester')"
"Ben   Avenue, 1913",England,444310,Bakery products,(+44) 4546 353536,jennifer_newton1723461129@nanoff.biz,2021-11-11,Oxford,"('England', 'Oxford')"
"Cave   Alley, 9051",Ireland,444210,Fruit and vegetables,(+44) 4172 874046,jennifer_newton68484147@liret.org,2021-01-07,Waterford,"('Ireland', 'Waterford')"
"Timber   Way, 6251",Ireland,446965,Dairy products,(+44) 5556 416783,jessica_edwards1320851847@corti.com,2021-03-12,Dublin,"('Ireland', 'Dublin')"
"South Walk, 9649",Ireland,429485,Bakery products,(+44) 4748 508812,jessica_edwards1891326000@naiker.biz,2021-03-09,Cork,"('Ireland', 'Cork')"
"Aspen Hill, 6532",Ireland,444151,Milling,(+44) 4668 4065,jessica_mills1983946975@grannar.com,2021-06-01,Limerick,"('Ireland', 'Limerick')"
"Arundel   Road, 7062",England,442343,Milling,(+44) 3551 65222,jessica_mills236586113@acrit.org,2021-07-21,Plymouth,"('England', 'Plymouth')"
"Kingly  Tunnel, 9901",Ireland,444015,Fruit and vegetables,(+44) 1007 153251,jessica_reading2116411992@dionrab.com,2021-08-21,Dublin,"('Ireland', 'Dublin')"
"Ampton  Road, 478",Ireland,444333,Meat,(+44) 4514 260661,jessica_reading22692083@eirey.tech,2021-06-14,Waterford,"('Ireland', 'Waterford')"
"Eaglet  Lane, 1344",Ireland,433935,Bakery products,(+44) 5772 444863,jessica_russell612962387@joiniaa.com,2021-03-13,Limerick,"('Ireland', 'Limerick')"
"Fair Pass, 2784",Ireland,443178,Fruit and vegetables,(+44) 6476 414835,jessica_russell897061121@elnee.tech,2021-09-30,Waterford,"('Ireland', 'Waterford')"
"Chester      Walk, 3250",Ireland,444080,Animal feeds,(+44) 1253 302025,jessica_shields1480469250@ubusive.com,2021-05-13,Waterford,"('Ireland', 'Waterford')"
"Fairbairn  Alley, 4727",England,423747,Animal feeds,(+44) 3036 061588,jessica_shields628220261@yahoo.com,2021-04-03,,"('England', nan)"
"Angrave    Alley, 4556",England,442091,Meat,(+44) 7731 661708,jessica_shields865851719@deons.tech,2021-01-15,Oxford,"('England', 'Oxford')"
"Beechen  Walk, 9465",England,423750,Meat,(+44) 4586 887470,jessica_wright2032300675@jiman.org,2021-01-17,Oxford,"('England', 'Oxford')"
"Becklow  Vale, 9125",England,443950,Fruit and vegetables,(+44) 2430 456388,jessica_wright343532125@nickia.com,2021-04-25,Milton Keynes,"('England', 'Milton Keynes')"
"Fieldstone Crossroad, 1521",Ireland,444805,Dairy products,(+44) 3844 664070,jocelyn_powell1098273518@bauros.biz,2021-09-27,Limerick,"('Ireland', 'Limerick')"
"Berry  Lane, 3186",Ireland,444342,Animal feeds,(+44) 8253 588371,jocelyn_powell1888786657@muall.tech,2021-08-27,,"('Ireland', nan)"
"Magnolia Hill, 4680",Ireland,462154,Bakery products,(+44) 2164 827565,jocelyn_purvis1712352158@bretoux.com,2021-10-02,Waterford,"('Ireland', 'Waterford')"
"Caedmon  Vale, 3024",Ireland,446428,Bakery products,(+44) 2252 868321,jocelyn_thompson1155531809@iatim.tech,2021-07-16,,"('Ireland', nan)"
"Calderwood   Hill, 4310",England,446429,Milling,(+44) 5027 115633,jocelyn_thompson1712864456@nimogy.biz,2021-12-01,London,"('England', 'London')"
"Birkenhead   Road, 7491",England,460655,Dairy products,(+44) 7218 230462,jocelyn_vallins841431513@jiman.org,2021-05-07,Plymouth,"('England', 'Plymouth')"
"Dunstable   Road, 9518",Ireland,460856,Milling,(+44) 2155 674205,john_asher1176163272@ovock.tech,2021-06-09,Limerick,"('Ireland', 'Limerick')"
"Caslon   Boulevard, 9151",Ireland,445958,Animal feeds,(+44) 3420 301288,john_briggs1247931140@womeona.net,2021-04-27,Dublin,"('Ireland', 'Dublin')"
"Blandford  Route, 8663",England,444061,Milling,(+44) 3018 187022,john_briggs1625033475@kideod.biz,2021-04-10,,"('England', nan)"
"Addison  Boulevard, 9854",Ireland,442841,Bakery products,(+44) 4553 674765,john_bullock1793977927@supunk.biz,2021-06-20,Waterford,"('Ireland', 'Waterford')"
"Carol   Tunnel, 4790",England,421348,Bakery products,(+44) 2466 527627,john_bullock691415898@gmail.com,2021-12-13,London,"('England', 'London')"
"Collent   Crossroad, 1113",England,444213,Milling,(+44) 5270 610310,john_collingwood1391035502@gembat.biz,2021-11-27,Plymouth,"('England', 'Plymouth')"
"Thorndike   Grove, 4748",England,444635,Dairy products,(+44) 8251 165411,john_collingwood2007542363@bungar.biz,2021-03-18,London,"('England', 'London')"
"Clerkenwell Road, 1630",Ireland,444648,Dairy products,(+44) 1010 756066,john_cox360909636@sheye.org,2021-08-08,Waterford,"('Ireland', 'Waterford')"
"Argyle  Rue, 4391",England,444851,Dairy products,(+44) 6314 508586,john_cox867600380@muall.tech,2021-10-15,Milton Keynes,"('England', 'Milton Keynes')"
"Blomfield  Walk, 4109",England,457943,Fruit and vegetables,(+44) 2654 681634,john_donovan23384349@nickia.com,2021-09-05,Oxford,"('England', 'Oxford')"
"Rivervalley Rue, 7401",England,445254,Meat,(+44) 4635 056312,john_farmer799745266@naiker.biz,2021-07-31,Winchester,"('England', 'Winchester')"
"Blandford  Crossroad, 2735",Ireland,421339,Poultry and fish,(+44) 3250 187323,john_farmer830972117@acrit.org,2021-03-04,Waterford,"('Ireland', 'Waterford')"
"Oxford Grove, 625",Ireland,444812,Bakery products,(+44) 4212 118646,john_gaynor1264350639@mafthy.com,2021-05-27,Waterford,"('Ireland', 'Waterford')"
"Lexington Crossroad, 8262",England,445261,Dairy products,(+44) 2834 743675,john_gaynor197648739@corti.com,2021-02-24,Milton Keynes,"('England', 'Milton Keynes')"
"Underwood  Way, 4802",England,442331,Meat,(+44) 3614 658310,john_gordon606544315@acrit.org,2021-05-13,London,"('England', 'London')"
"Western   Vale, 208",Ireland,446201,Fruit and vegetables,(+44) 1517 813774,john_gordon773996067@twace.org,2021-11-12,,"('Ireland', nan)"
"Lexington Boulevard, 1386",Ireland,444643,Dairy products,(+44) 6688 168870,john_gunn1816987977@grannar.com,2021-12-12,Limerick,"('Ireland', 'Limerick')"
"Coley  Rue, 7960",England,444079,Fruit and vegetables,(+44) 3523 600081,john_gunn1992390809@mafthy.com,2021-05-15,Winchester,"('England', 'Winchester')"
"Fawn Alley, 4277",England,442830,Dairy products,(+44) 3880 178186,john_hale119772649@typill.biz,2021-08-15,Plymouth,"('England', 'Plymouth')"
"Timber   Boulevard, 2568",England,446101,Dairy products,(+44) 5207 854603,john_hale1777795823@dionrab.com,2021-08-05,Winchester,"('England', 'Winchester')"
"Ellerslie Drive, 8478",Ireland,446157,Poultry and fish,(+44) 6704 045020,john_hale64699624@grannar.com,2021-02-10,Waterford,"('Ireland', 'Waterford')"
"Gavel   Drive, 8690",England,444319,Fruit and vegetables,(+44) 2017 044626,john_hewitt1023409147@twace.org,2021-01-15,,"('England', nan)"
"Gautrey  Avenue, 1950",England,421331,Milling,(+44) 4462 424465,john_hewitt424773324@guentu.biz,2021-12-30,,"('England', nan)"
"Dyott   Drive, 1081",England,447454,Milling,(+44) 3411 651835,john_hilton1091843926@bauros.biz,2021-02-11,London,"('England', 'London')"
"Rail Walk, 7975",Ireland,445170,Animal feeds,(+44) 1634 807221,john_hilton1845267429@gmail.com,2021-02-06,Limerick,"('Ireland', 'Limerick')"
"Glenwood Road, 9475",Ireland,445904,Animal feeds,(+44) 3036 861778,john_judd1626220261@fuliss.net,2021-09-19,Cork,"('Ireland', 'Cork')"
"Hickory Lane Vale, 509",Ireland,425844,Poultry and fish,(+44) 5875 822873,john_judd307419447@nickia.com,2021-07-02,Dublin,"('Ireland', 'Dublin')"
"College  Road, 2717",Ireland,448237,Poultry and fish,(+44) 1884 112380,john_lowe829297765@nanoff.biz,2021-07-28,Cork,"('Ireland', 'Cork')"
"Rail Boulevard, 3989",England,443678,Animal feeds,(+44) 8534 613274,john_nayler1346784595@bulaffy.com,2021-07-22,Oxford,"('England', 'Oxford')"
"Under  Tunnel, 7856",Ireland,444806,Animal feeds,(+44) 4827 041635,john_nayler454803068@yahoo.com,2021-04-21,Limerick,"('Ireland', 'Limerick')"
"Bolton  Crossroad, 6728",Ireland,433941,Animal feeds,(+44) 4467 055600,john_osman1402195014@dionrab.com,2021-02-21,,"('Ireland', nan)"
"Chart   Avenue, 7442",Ireland,445902,Dairy products,(+44) 7845 787188,john_osman226276830@elnee.tech,2021-02-20,Limerick,"('Ireland', 'Limerick')"
"Elgood   Way, 2185",Ireland,444804,Dairy products,(+44) 2212 727857,john_patel1386304439@irrepsy.com,2021-11-17,Cork,"('Ireland', 'Cork')"
"Elia   Vale, 259",England,445703,Animal feeds,(+44) 2058 458244,john_patel1949177437@bretoux.com,2021-02-19,Milton Keynes,"('England', 'Milton Keynes')"
"Emden   Street, 7862",Ireland,429487,Dairy products,(+44) 4350 784551,john_robinson1237457108@yahoo.com,2021-10-11,Waterford,"('Ireland', 'Waterford')"
"Berry  Crossroad, 3132",Ireland,443927,Milling,(+44) 3063 803156,john_robinson781555357@bulaffy.com,2021-04-21,,"('Ireland', nan)"
"Cliff  Boulevard, 4305",England,442344,Animal feeds,(+44) 4872 124316,john_rossi1471002911@sveldo.biz,2021-03-18,Oxford,"('England', 'Oxford')"
"Chatfield  Pass, 2492",England,444326,Meat,(+44) 6543 276875,john_rossi1628456903@brety.org,2021-01-16,Winchester,"('England', 'Winchester')"
"Maple Road, 2695",England,439144,Meat,(+44) 2631 618701,john_rossi68806932@nickia.com,2021-05-23,Oxford,"('England', 'Oxford')"
"Fair Alley, 1263",England,419746,Bakery products,(+44) 2103 43305,john_simpson1005033340@corti.com,2021-12-30,,"('England', nan)"
"Lonsdale  Boulevard, 1600",England,433938,Milling,(+44) 5133 61587,john_simpson1969424233@gompie.com,2021-07-17,Plymouth,"('England', 'Plymouth')"
"Cingworth  Vale, 6947",Ireland,445154,Bakery products,(+44) 5557 005225,john_stewart1882375230@gompie.com,2021-06-12,Waterford,"('Ireland', 'Waterford')"
"Dunstans  Rue, 8567",England,444350,Meat,(+44) 4142 765218,john_stewart1896711890@nickia.com,2021-07-26,Milton Keynes,"('England', 'Milton Keynes')"
"Aspen Alley, 7294",Ireland,429395,Poultry and fish,(+44) 3751 774052,john_taylor1491620359@ovock.tech,2021-07-14,Cork,"('Ireland', 'Cork')"
"Blanchard  Walk, 7281",Ireland,443969,Bakery products,(+44) 1724 055042,john_taylor2126172439@dionrab.com,2021-08-30,Waterford,"('Ireland', 'Waterford')"
"Tiptree   Route, 5836",Ireland,444336,Fruit and vegetables,(+44) 5564 240061,john_thorpe1283910414@ubusive.com,2021-09-24,Dublin,"('Ireland', 'Dublin')"
"Magnolia Way, 2987",Ireland,419745,Fruit and vegetables,(+44) 4415 171604,john_thorpe1391333165@irrepsy.com,2021-01-07,Waterford,"('Ireland', 'Waterford')"
"Bacon  Rue, 5472",Ireland,441775,Milling,(+44) 0262 6743,john_vallory105801429@naiker.biz,2021-04-24,Dublin,"('Ireland', 'Dublin')"
"Bales  Hill, 7411",Ireland,425848,Dairy products,(+44) 5068 605531,john_vallory1184653308@brety.org,2021-12-05,Limerick,"('Ireland', 'Limerick')"
"Adams  Rue, 8618",England,441778,Bakery products,(+44) 2103 784710,john_vallory715947665@gmail.com,2021-09-03,Oxford,"('England', 'Oxford')"
"Lincoln Walk, 7478",England,445766,Poultry and fish,(+44) 2764 353352,john_ward104382842@elnee.tech,2021-07-22,,"('England', nan)"
"Arthur  Walk, 2937",England,442838,Animal feeds,(+44) 6737 367236,john_ward2106870153@dionrab.com,2021-08-19,Milton Keynes,"('England', 'Milton Keynes')"
"Beaumont  Route, 8759",Ireland,444036,Poultry and fish,(+44) 7202 284381,john_ward378970659@grannar.com,2021-02-24,Dublin,"('Ireland', 'Dublin')"
"Blandford  Alley, 3584",England,444092,Meat,(+44) 5174 083775,john_young1507697121@joiniaa.com,2021-02-05,Winchester,"('England', 'Winchester')"
"Westcott  Rue, 2965",England,443923,Animal feeds,(+44) 2081 372507,john_young1757083119@gmail.com,2021-07-19,Plymouth,"('England', 'Plymouth')"
"Cockspur  Boulevard, 1067",Ireland,438381,;Animal feeds;Bakery products;Milling;Poultry and fish,(+44) 5126 006674,johnathan_campbell236114447@typill.biz,2021-06-28,Limerick,"('Ireland', 'Limerick')"
"Yorkshire  Alley, 8091",Ireland,419195,Meat,(+44) 4873 430007,johnathan_collingwood1315106945@brety.org,2021-10-28,Limerick,"('Ireland', 'Limerick')"
"Monroe Alley, 938",England,444327,Dairy products,(+44) 5261 758465,johnathan_collingwood1648119791@hourpy.biz,2021-08-04,Winchester,"('England', 'Winchester')"
"Lake Alley, 6404",England,446202,Milling,(+44) 1066 41705,johnathan_collins1330080060@kideod.biz,2021-01-09,Winchester,"('England', 'Winchester')"
"Bennett  Alley, 2507",England,440141,Animal feeds,(+44) 6433 631340,johnathan_collins727002974@fuliss.net,2021-03-25,,"('England', nan)"
"Oxford Street, 7308",Ireland,445159,Bakery products,(+44) 3200 018183,johnathan_cowan1370882719@grannar.com,2021-04-16,Dublin,"('Ireland', 'Dublin')"
